ID,Sex,Age,Region,Children,Est_Income,Car_Owner,Status,Lifetime Segments,Loyalty Level,International Segments,Local Segments,Cancellations,Type Travel,Customer_Segments,Trips_To_The_Website_Yr
535,M,32.846667,3,2,20078,N,M,15.98,4,0,6.33,0,Business,High Income Families,3
536,F,26.033333,3,2,47902,N,M,72.31,4,4.94,49.92,1,Personal,Married No Kids,14
541,M,16.753333,2,1,7545.96,Y,M,200.75,3,0,178.36,0,Business,High Income Families,40
547,F,48.373333,1,0,78851.3,N,S,29.04,4,0,28.66,0,Business,High Income Families,6
548,F,62.786667,2,1,17540.7,Y,S,36.2,1,0.57,13.45,0,Personal,Married No Kids,7
549,F,61.02,1,0,83891.9,Y,M,74.4,4,0,45.47,0,Personal,Low Value and No Kids,15
550,F,38.766667,3,2,28220.8,N,M,38.95,4,0,12.46,0,Business,High Income Families,8
552,F,15.6,1,0,28589.1,N,S,100.28,4,0,87.09,0,Business,High Income Families,20
554,F,48.753333,3,2,5237.63,N,M,78.02,1,8.05,56.64,0,Business,High Income Families,16
557,M,53.28,3,2,89459.9,N,S,36.05,3,1.61,22.9,0,Business,High Income Families,7
560,F,39.426667,2,1,13576.5,N,S,40.49,4,0,25.66,0,Business,High Income Families,8
561,F,58.54,1,0,81710.9,N,S,36.42,4,0,15.46,1,Business,High Income Families,7
564,F,53.12,3,2,67388,N,M,96.33,3,0.5,91.04,1,Business,High Income Families,19
565,F,52.333333,2,1,57063,Y,M,98.1,4,0,81.3,0,Personal,Low Value and No Kids,20
566,F,54.013333,3,2,84166.1,N,M,15.02,1,0,11.74,1,Business,High Income Families,3
572,F,42.666667,2,1,7737.94,N,S,61.9,2,0,50.84,0,Business,High Income Families,12
573,M,48,3,2,100020,N,S,314.62,4,0,293.24,0,Personal,Low Value and No Kids,63
574,F,29.026667,3,2,45287.6,Y,M,2.97,3,0,2.97,0,Business,High Income Families,1
575,F,34.32,3,2,59613.1,N,M,175.78,2,0,163.41,0,Business,High Income Families,35
577,F,50.613333,2,1,16326.7,N,S,1.34,2,0,1.34,0,Business,High Income Families,0
580,F,51.38,3,2,9559.78,N,S,77.91,3,0,59.59,0,Business,High Income Families,16
583,F,50.753333,3,2,42031.8,N,M,59.78,3,0,39.33,0,Personal,Low Value and No Kids,12
585,F,28.42,3,2,83284.1,Y,M,35.96,3,0,9.04,0,Personal,Married No Kids,7
586,M,26.26,2,1,39229.1,N,M,47.1,4,4.74,13.53,0,Business,High Income Families,9
587,F,42.393333,2,1,68427.4,N,D,73.81,4,0,50.05,0,Personal,Married No Kids,15
589,M,49.266667,1,0,3601.71,N,S,125.6,1,4.19,111.84,0,Personal,Married No Kids,25
591,F,55.66,1,0,98716.3,N,S,43.13,4,8.23,13.92,0,Business,High Income Families,9
592,F,62.48,3,2,66182.7,Y,S,58.87,2,0,47.17,0,Personal,Married No Kids,12
593,F,50.433333,3,2,84789.3,N,S,33.47,4,8.8,10.45,0,Personal,Low Value and No Kids,7
595,F,48.853333,3,2,35976.5,Y,M,50.63,4,0,31.78,0,Personal,Married No Kids,10
596,F,64.92,1,0,32703.1,Y,M,72.89,4,0,56.09,0,Business,High Income Families,15
598,F,52.973333,3,2,8204.72,N,M,39.79,4,0,24.19,0,Personal,Low Value and No Kids,8
599,M,50.6,2,1,97180.4,N,M,63.51,4,9.63,45.66,0,Personal,Low Value and No Kids,13
601,F,33.74,3,2,38280,N,S,86.61,4,0,74.97,0,Personal,Married No Kids,17
602,M,61.106667,1,0,64136.6,Y,S,142.37,2,1,125.15,0,Business,High Income Families,28
604,F,61.713333,3,2,45429.7,Y,M,97.74,3,0,73.04,0,Personal,Low Value and No Kids,20
606,F,53.986667,1,0,25285.5,N,S,21.3,4,0,11.93,0,Business,High Income Families,4
607,F,33.6,3,2,77551.1,Y,M,62.42,3,0,41.89,1,Business,High Income Families,12
608,F,12.326667,1,0,38538.4,N,M,47.66,3,8.32,16.48,0,Business,High Income Families,10
609,F,57.42,1,0,69350.5,Y,S,27.86,4,0,25.95,0,Business,High Income Families,6
616,M,21.78,3,2,43634.5,N,S,143.5,4,9.42,104.64,0,Business,High Income Families,29
620,F,62.606667,2,1,13109.1,N,S,62.87,4,0,40.48,0,Personal,Married No Kids,13
621,M,56.046667,2,1,92647.5,N,S,32.13,4,5.74,10.34,0,Business,High Income Families,6
622,M,62.753333,3,2,21021.6,Y,S,14.95,2,0,11.19,0,Business,High Income Families,3
623,M,55.34,1,0,74460.7,Y,S,206.46,3,0.99,179.93,0,Business,High Income Families,41
626,F,41.666667,3,2,28787.4,N,S,86.06,3,0,58.09,0,Personal,Married No Kids,17
629,M,59.126667,2,1,13091.6,N,M,43.06,3,0,20.26,0,Business,High Income Families,9
632,F,45.92,3,2,62061.8,Y,M,82.08,4,0,52.22,0,Personal,Married No Kids,16
633,F,22.12,2,1,20550.9,Y,M,85.64,4,0.86,57.06,0,Business,High Income Families,17
636,M,18.766667,3,2,1765.41,N,M,47.99,1,0,44.95,0,Business,High Income Families,10
639,F,56.186667,3,2,19131.1,N,S,57.07,1,0,34.91,0,Personal,Married No Kids,11
645,M,50.493333,3,2,42750.3,Y,M,134.97,2,1.97,112.4,0,Personal,Married No Kids,27
647,F,45.92,3,2,2842.55,N,S,0.79,4,0,0.79,0,Personal,Married No Kids,0
648,M,52.626667,3,2,22358.1,N,M,29.25,3,1.52,12.19,0,Business,High Income Families,6
650,M,27.26,1,0,47870.8,Y,M,13.82,2,1.17,12.48,0,Business,High Income Families,3
651,F,41,3,2,6440.46,Y,S,49.86,2,0,27.2,0,Personal,Low Value and No Kids,10
652,F,36.92,1,0,7325.5,N,S,190.06,2,0,161.54,0,Business,High Income Families,38
654,M,46.84,3,2,28766.9,N,M,64.2,4,0,58.08,0,Business,High Income Families,13
656,M,16.333333,2,1,5252.29,N,M,19.73,2,0,17.08,1,Personal,Married No Kids,4
660,M,25.033333,3,2,91272.2,Y,M,40,3,0,13.01,0,Business,High Income Families,8
666,M,52.266667,1,0,69000,Y,S,137,4,9.7,115.66,1,Business,High Income Families,27
670,M,19.306667,3,2,1406.05,Y,M,26.72,3,0,15.17,0,Business,High Income Families,5
672,F,43,1,0,73228.3,N,S,50.58,2,0,28.11,0,Personal,Married No Kids,10
673,F,63.806667,3,2,76231.9,N,S,152.76,4,0,150.75,0,Personal,Married No Kids,31
678,M,52.146667,2,1,64792.3,N,M,51.41,1,1.51,36.84,0,Personal,Low Value and No Kids,10
681,F,40.313333,1,0,93322.1,Y,S,38.72,1,0,8.79,0,Personal,Low Value and No Kids,8
686,M,63.653333,2,1,63437.3,N,M,14.98,3,3.35,10.94,0,Business,High Income Families,3
690,M,51.52,3,2,49910.7,Y,M,51.14,1,0,23.72,0,Business,High Income Families,10
692,M,44.573333,1,0,76161.4,Y,M,37.55,3,0,25.58,0,Business,High Income Families,8
693,F,14.573333,3,2,55860,Y,M,26.37,4,0,10.35,0,Business,High Income Families,5
694,F,64.8,2,1,12686,N,S,103.88,1,0,80.64,0,Personal,Married No Kids,21
702,M,53.253333,3,2,57360.8,Y,M,67.61,2,0,57.25,0,Business,High Income Families,14
703,M,45.513333,2,1,92414.7,Y,M,40.06,4,0,10.62,0,Business,High Income Families,8
704,M,42.14,2,1,60102.7,N,M,72.29,4,0,62.44,1,Personal,Low Value and No Kids,14
706,F,43,3,2,17888.7,N,M,361.88,4,0,332.46,0,Business,High Income Families,72
707,F,53.553333,2,1,12526.3,N,S,40.59,1,0,28.86,0,Business,High Income Families,8
710,F,60.933333,3,2,14578.8,Y,S,107.02,1,0,95.1,0,Personal,Married No Kids,21
713,M,42.346667,1,0,78572.2,Y,M,51.09,3,0,29.28,1,Business,High Income Families,10
714,M,17.86,2,1,3933.74,N,M,57.67,2,0,47.91,0,Business,High Income Families,12
715,F,34.706667,3,2,48238.8,N,M,191.32,1,0,168.03,0,Business,High Income Families,38
717,F,12.34,1,0,28770.9,N,M,49.6,3,5.32,16.27,0,Personal,Low Value and No Kids,10
718,F,53.366667,3,2,87578.2,Y,M,22.44,2,0,22.15,0,Business,High Income Families,4
719,F,13.906667,3,2,86695.4,N,M,58.03,2,0,32.09,0,Business,High Income Families,12
721,F,47,3,2,76791.2,N,S,43.71,1,0,23,0,Business,High Income Families,9
725,F,14.193333,1,0,30763.8,Y,S,57.17,4,0,35.85,0,Business,High Income Families,11
726,F,54.046667,3,2,3193.6,N,M,118.82,3,0,114.62,1,Personal,Low Value and No Kids,24
730,F,56.193333,1,0,83287,N,M,119.82,4,0,90.18,4,Personal,Married No Kids,24
731,M,18.94,2,1,2056.06,Y,S,58.8,4,6.98,27.75,0,Personal,Married No Kids,12
732,F,35.706667,3,2,7776.6,N,M,94.2,3,0,68.33,0,Business,High Income Families,19
733,M,47.853333,2,1,2067.82,N,M,85.9,2,0,70.65,0,Business,High Income Families,17
734,M,63.353333,1,0,77000,N,S,20.74,3,7.66,8.49,0,Business,High Income Families,4
736,F,42.166667,3,2,69343.3,N,M,21.91,2,0,15.54,0,Business,High Income Families,4
737,F,44,1,0,83287,N,M,24.46,2,0,23.89,2,Personal,Married No Kids,5
740,F,46,1,0,14932.5,N,M,11.42,2,0,6.5,0,Business,High Income Families,2
741,F,52.646667,1,0,27498.1,N,S,12.08,4,0,9.88,0,Business,High Income Families,2
743,F,59.833333,3,2,21419.9,N,M,129.51,1,0,103.12,0,Business,High Income Families,26
744,F,22.88,3,2,30665.2,Y,M,77.44,4,8.32,63.28,0,Personal,Married No Kids,15
745,F,67,2,1,70000,Y,M,37.04,2,0,30.95,0,Personal,Married No Kids,7
746,F,46,3,2,50561.3,N,M,129.91,2,0,113.31,1,Personal,Low Value and No Kids,26
748,F,61,3,2,23464,Y,S,64.14,3,0,41.71,0,Business,High Income Families,13
749,F,47,3,2,194.57,N,M,67.21,2,0,38.95,0,Business,High Income Families,13
750,F,46,2,1,98680.4,Y,M,26.44,4,0,8.85,0,Personal,Low Value and No Kids,5
751,M,52.646667,1,0,65619.7,Y,M,158.22,2,0,144.66,0,Business,High Income Families,32
752,F,47,2,1,95620.3,Y,M,104.53,4,0,93.61,0,Business,High Income Families,21
753,F,62,1,0,85275,N,S,174.09,1,0,151.61,0,Personal,Married No Kids,35
754,F,46,2,1,66921.4,Y,M,24.67,1,0,8.97,0,Business,High Income Families,5
755,F,70,2,1,98453.6,Y,M,25.38,4,0,11.65,0,Personal,Married No Kids,5
756,F,27.746667,3,2,94026.8,Y,M,35.63,2,0,10.62,0,Business,High Income Families,7
758,F,55,3,2,57420,Y,S,277.72,4,0,252.53,1,Personal,Married No Kids,56
759,M,45.486667,1,0,66666,N,M,34.35,1,3.73,26.69,1,Business,High Income Families,7
761,M,41,3,2,47639.1,N,M,57.11,4,0,39.62,0,Business,High Income Families,11
762,F,52.36,3,2,63234.5,Y,M,1.16,4,0,1.16,0,Personal,Low Value and No Kids,0
766,F,42.626667,3,2,18296.4,Y,M,10.47,4,0,10.39,0,Business,High Income Families,2
767,F,22.226667,1,0,39461,N,S,126.68,1,0.28,103.52,1,Business,High Income Families,25
769,F,56.193333,2,1,70000,N,S,86.12,1,0,63.29,0,Personal,Married No Kids,17
771,M,54.96,2,1,47371,Y,M,270.97,4,7.69,258.29,0,Business,High Income Families,54
772,F,39.746667,3,2,52957,Y,M,151.32,4,0,125.52,2,Personal,Low Value and No Kids,30
773,F,64.853333,3,2,86747.1,N,S,57.4,4,0,37.24,0,Personal,Married No Kids,11
775,F,63.186667,2,1,87404.6,N,M,160.84,2,0,139.2,0,Personal,Married No Kids,32
777,F,20.16,3,2,85394,Y,M,35.69,2,2.02,14.38,1,Personal,Married No Kids,7
778,F,39.786667,1,0,2121.36,N,S,38.8,3,0,36.78,1,Business,High Income Families,8
779,F,56.3,3,2,63566.1,Y,M,73.03,4,0,65.09,0,Personal,Low Value and No Kids,15
782,F,12.846667,1,0,89813.6,N,S,166.18,4,1.96,149.26,0,Business,High Income Families,33
783,F,50.08,3,2,25738.4,N,M,48.67,1,9.57,19.2,0,Personal,Low Value and No Kids,10
784,F,33.493333,3,2,82644.2,Y,M,41.85,2,0,19.88,0,Business,High Income Families,8
785,F,14.04,2,1,27783.6,N,S,29.58,2,6.53,18.07,0,Business,High Income Families,6
788,F,41.666667,3,2,60485.5,N,M,40.41,3,0,28.7,0,Personal,Married No Kids,8
791,F,31.913333,3,2,809.43,Y,M,2.89,4,0,2.89,0,Personal,Low Value and No Kids,1
792,M,58.28,2,1,76529.8,N,S,43.89,4,5.36,20.05,0,Business,High Income Families,9
793,F,63.253333,3,2,34577.7,N,M,145.75,4,0,116.57,3,Personal,Low Value and No Kids,29
795,F,67,1,0,66666,N,M,73.02,1,0,45.46,0,Personal,Married No Kids,15
796,F,52.166667,3,2,19008.4,Y,S,147.74,4,0,137.19,0,Business,High Income Families,30
797,F,55.966667,1,0,98056.3,N,M,150.67,1,0,126.96,0,Personal,Married No Kids,30
798,M,53.213333,1,0,80000,Y,M,2.21,1,0,2.21,0,Personal,Low Value and No Kids,0
800,M,52.74,1,0,78894.2,N,M,46.65,3,1.41,43.23,0,Personal,Low Value and No Kids,9
801,M,20.92,2,1,16432.1,Y,S,109.78,4,8.89,80.47,0,Personal,Low Value and No Kids,22
802,M,32,2,1,62797.9,N,S,68.09,2,4.28,55.48,0,Personal,Low Value and No Kids,14
803,M,42.233333,2,1,71329.9,Y,S,63.75,3,3.55,45.92,0,Business,High Income Families,13
807,F,53.013333,1,0,20913.6,N,S,95.93,1,7.16,65.77,0,Business,High Income Families,19
810,F,39.213333,2,1,540.4,Y,S,20.1,3,0,7.75,0,Personal,Married No Kids,4
814,M,17.006667,3,2,67339.8,N,M,81.72,3,5.19,48.69,0,Business,High Income Families,16
816,M,46.38,2,1,75799.9,N,M,94.06,2,7.02,64.8,0,Business,High Income Families,19
817,F,53.06,3,2,15688.5,N,S,22.42,3,0,8.03,0,Business,High Income Families,4
818,F,16.073333,1,0,43382.3,N,S,138.37,3,8.76,99.94,0,Personal,Low Value and No Kids,28
820,F,62.053333,1,0,5185.31,N,S,52.9,4,5.99,30.51,0,Business,High Income Families,11
821,F,16.06,2,1,13011.4,N,D,134.45,3,0,108.44,0,Business,High Income Families,27
822,F,22.433333,1,0,35000,N,S,106.53,4,8.28,75.27,0,Personal,Low Value and No Kids,21
824,F,41.92,3,2,80087.7,N,M,31.56,3,0,22.82,0,Business,High Income Families,6
825,F,38.04,3,2,59691.3,N,M,278.65,1,0,256.7,0,Business,High Income Families,56
827,F,52,3,2,11251.1,Y,S,141.91,4,0,113.48,0,Business,High Income Families,28
829,M,49.62,2,1,70908.7,N,M,55.47,1,4.55,43.2,0,Business,High Income Families,11
830,M,40.18,1,0,94928.3,N,S,93.78,1,5.61,73.74,0,Business,High Income Families,19
832,F,40.46,3,2,50622.3,N,M,112.72,3,2.07,90.19,0,Personal,Married No Kids,23
834,M,52.266667,1,0,100020,Y,M,39.32,4,4.27,18.84,0,Business,High Income Families,8
838,M,52.266667,1,0,65000,Y,M,92.37,1,0,62.81,0,Personal,Low Value and No Kids,18
840,F,57.62,3,2,93559.1,N,S,31.42,4,0,29.9,0,Business,High Income Families,6
841,F,60.593333,2,1,56722.8,N,M,74.77,4,6.21,51.17,0,Business,High Income Families,15
843,M,53.213333,2,1,120000,N,M,3.22,1,0,3.22,0,Business,High Income Families,1
844,F,22.76,3,2,3416.62,Y,S,123.7,1,0,104.73,0,Business,High Income Families,25
845,F,55.633333,1,0,78000,Y,M,10.39,3,0,10.22,0,Personal,Married No Kids,2
846,M,53.213333,1,0,73400,Y,M,40.9,2,0,25.62,0,Business,High Income Families,8
847,F,45.666667,3,2,8032.16,N,M,88.77,3,0,59.08,0,Business,High Income Families,18
848,F,48.533333,2,1,93454.3,Y,D,44.13,2,0,25.18,0,Personal,Married No Kids,9
849,M,15.38,1,0,5745,Y,M,44.11,1,0,17.71,0,Business,High Income Families,9
850,F,58.56,1,0,77000,N,S,215.96,2,7.35,208.19,0,Personal,Married No Kids,43
851,F,49.133333,1,0,92564.1,Y,S,74.86,3,0,51.68,0,Personal,Married No Kids,15
853,M,49,1,0,68000,Y,S,90.25,3,3.14,82.19,0,Personal,Low Value and No Kids,18
855,F,49.333333,3,2,48322.5,Y,M,50.29,2,0,43.6,0,Business,High Income Families,10
857,M,35.346667,3,2,78373.5,N,S,199.91,2,8.91,184.02,0,Personal,Married No Kids,40
858,F,49.66,3,2,81913.8,Y,M,53.03,3,0,46.33,0,Business,High Income Families,11
861,F,38.26,1,0,919.93,N,S,120.71,4,0,93.42,0,Personal,Low Value and No Kids,24
862,F,30.946667,3,2,69486.8,N,M,17.11,3,0,9.39,1,Business,High Income Families,3
863,F,33.533333,3,2,24482.8,N,M,2,4,0,2,0,Personal,Low Value and No Kids,0
865,F,64.606667,1,0,14573.6,N,M,263.58,4,0,236.97,0,Business,High Income Families,53
866,F,52.153333,3,2,92103.8,N,M,14.86,4,0,7.43,0,Business,High Income Families,3
867,F,36.68,3,2,8392.14,Y,S,87.16,1,7.33,54.8,0,Personal,Low Value and No Kids,17
868,F,63.786667,1,0,17138.2,N,S,104.69,2,0,84.67,0,Business,High Income Families,21
870,F,57.406667,3,2,47010.1,N,M,167.31,2,0,164.76,0,Business,High Income Families,33
872,F,44.433333,1,0,67239.4,N,S,66.7,1,0,53.81,0,Personal,Married No Kids,13
873,M,38,2,1,69406.7,Y,M,142.23,2,7.21,128.1,1,Business,High Income Families,28
875,F,50.88,3,2,83259.3,N,M,4.46,1,0,4.46,0,Business,High Income Families,1
878,M,12.68,2,1,20818.5,N,M,63.28,2,6.29,47.85,0,Personal,Married No Kids,13
882,F,52.513333,3,2,2185.6,N,M,28.07,1,0,20.95,1,Personal,Low Value and No Kids,6
884,M,62.08,2,1,76511.3,N,M,42.52,2,3.46,17.37,0,Business,High Income Families,9
886,F,23,2,1,34555,N,M,34.61,4,0,8.84,0,Personal,Low Value and No Kids,7
887,F,49.046667,3,2,11234.7,Y,M,113.42,2,0,112.72,0,Business,High Income Families,23
889,F,39.96,3,2,36660.9,Y,M,3.36,3,0,3.36,1,Personal,Low Value and No Kids,1
891,F,34.4,3,2,68462.8,N,M,90.84,1,5.93,60.51,0,Business,High Income Families,18
894,F,47.02,3,2,72841.3,N,M,82.53,2,0,72.16,0,Business,High Income Families,17
895,F,46.146667,3,2,63670.8,Y,M,78.87,3,0,51.47,0,Personal,Married No Kids,16
896,M,41,1,0,80000,N,S,70.7,3,5.24,35.73,0,Business,High Income Families,14
897,F,47,2,1,83287,Y,S,120.53,3,0,100.08,0,Personal,Married No Kids,24
898,M,56.173333,1,0,12387.6,N,M,93.85,2,0,65.93,0,Personal,Married No Kids,19
900,F,64.64,2,1,82931.3,N,M,137.25,1,0,118,0,Personal,Married No Kids,27
901,F,44.026667,3,2,57483.9,N,M,44.3,3,0,27.29,0,Personal,Low Value and No Kids,9
903,F,45.526667,3,2,21274,N,S,43.31,4,0,32.43,0,Personal,Married No Kids,9
904,F,30.093333,3,2,28267,N,M,214.41,2,0,192.53,0,Business,High Income Families,43
906,F,55.793333,3,2,36725.1,N,M,94.88,3,9.22,77,0,Personal,Low Value and No Kids,19
910,M,57.546667,2,1,94188.3,N,S,41.51,4,0.86,19.78,0,Business,High Income Families,8
913,F,41.98,3,2,91861,Y,M,22.06,2,0,6.74,0,Business,High Income Families,4
916,F,33.493333,2,1,12374.9,Y,S,123.59,1,0,106.1,0,Personal,Married No Kids,25
917,F,26.833333,3,2,69133.9,Y,M,46.32,1,0,37.73,0,Personal,Low Value and No Kids,9
919,F,29.446667,3,2,84948,Y,M,23.73,3,0,12.58,0,Personal,Low Value and No Kids,5
920,F,40.96,3,2,30998.8,N,M,52.91,3,0,50.5,0,Personal,Married No Kids,11
926,M,35.653333,2,1,21416.5,N,D,27.61,2,9.17,8.53,0,Business,High Income Families,6
930,M,16.7,2,1,78554.2,N,S,35.88,2,7.26,23.03,0,Personal,Married No Kids,7
931,M,14.693333,2,1,3960.5,N,S,96.13,2,0,66.35,0,Personal,Married No Kids,19
933,M,63.766667,1,0,60101.1,Y,M,157.96,2,6.11,124.14,2,Personal,Low Value and No Kids,32
934,F,30.886667,3,2,38215.9,N,M,0.97,4,0,0.97,0,Personal,Married No Kids,0
935,F,20,2,1,13829.4,N,M,176.61,1,0,160.42,0,Business,High Income Families,35
936,F,47.966667,3,2,49745.3,N,M,27.28,2,0,24.44,0,Personal,Low Value and No Kids,5
938,F,13.86,3,2,88427,N,M,69.97,2,4.16,43.34,0,Business,High Income Families,14
939,F,26.273333,3,2,98003.7,Y,M,84.42,3,0,83.39,0,Business,High Income Families,17
940,M,53.693333,1,0,89142.7,N,S,16.91,4,8.13,5.01,0,Business,High Income Families,3
941,F,63.086667,1,0,74530.8,N,S,127.89,3,0.49,106.5,0,Personal,Married No Kids,26
943,F,22,1,0,40120,N,S,265.78,3,0,262.91,0,Business,High Income Families,53
948,F,48.206667,3,2,76289.2,N,M,104.63,3,0,82.43,0,Business,High Income Families,21
950,M,63.933333,2,1,66931.9,N,M,17.46,3,0.39,5.35,0,Business,High Income Families,3
951,F,21,1,0,40120,Y,D,108.3,2,0,99.73,0,Business,High Income Families,22
952,F,22,2,1,40120,N,M,48.08,4,0,26.78,0,Personal,Married No Kids,10
953,F,24,1,0,40120,N,S,168.28,3,0,154.77,0,Business,High Income Families,34
954,F,24,1,0,40120,N,S,65.79,2,0,61.44,0,Business,High Income Families,13
955,F,23,3,2,42000,N,S,41.78,4,0,35.73,0,Personal,Married No Kids,8
956,F,20,1,0,40120,N,S,23.52,4,0,9.51,0,Personal,Married No Kids,5
957,F,22,3,2,40120,N,S,62.95,2,2.22,38.18,0,Business,High Income Families,13
958,F,21,2,1,40120,N,S,134.75,1,0,106.3,0,Business,High Income Families,27
962,F,44.926667,3,2,90271.6,N,M,110.4,1,0,96.43,0,Business,High Income Families,22
967,F,31.126667,3,2,64816.6,Y,M,27.87,4,0,6.87,0,Business,High Income Families,6
968,F,44.98,3,2,98217.1,N,M,42.74,4,0,13.24,0,Business,High Income Families,9
970,F,53.506667,2,1,2929.13,N,S,102.23,1,0,88.23,0,Personal,Low Value and No Kids,20
972,F,44.093333,3,2,41876.6,Y,M,139.44,4,0,132.65,0,Business,High Income Families,28
973,M,64.76,1,0,96223.4,Y,M,18.18,3,0.63,5.73,0,Business,High Income Families,4
974,F,61.693333,1,0,15989.3,N,S,29.17,3,0,25.49,1,Business,High Income Families,6
975,M,62.426667,1,0,69168.4,Y,M,234.91,3,6.01,214.73,0,Business,High Income Families,47
976,M,38,2,1,92148.5,Y,M,113.68,2,0,100.9,0,Business,High Income Families,23
977,M,19.76,1,0,96681,Y,M,73.76,2,7.66,40.92,0,Business,High Income Families,15
978,M,39,1,0,62705.9,Y,S,33.44,2,0,6.81,0,Business,High Income Families,7
979,M,29.026667,1,0,80221.2,N,S,50.48,2,0,49.56,0,Personal,Married No Kids,10
980,M,28,1,0,84479.2,N,S,56.23,2,0,43.01,0,Business,High Income Families,11
981,F,38.193333,3,2,64977.4,N,M,45.77,3,0,17.66,0,Business,High Income Families,9
982,F,50.553333,1,0,77994,N,M,102.02,1,0,89.62,0,Personal,Low Value and No Kids,20
983,M,34.946667,3,2,90103.7,N,M,66.45,4,8.87,45.34,0,Business,High Income Families,13
984,F,30.18,1,0,59008.4,Y,M,31.59,1,0,18.73,0,Business,High Income Families,6
985,M,52.873333,3,2,5265.35,N,M,31.1,3,5.3,23.46,0,Personal,Married No Kids,6
986,M,21.64,2,1,84978.1,N,S,88.79,2,7.68,76.07,0,Personal,Low Value and No Kids,18
987,F,49.986667,3,2,36647.9,N,M,107.38,4,0,85.96,0,Business,High Income Families,21
988,F,41.226667,1,0,64319.2,N,S,40.16,1,0,37.15,0,Personal,Low Value and No Kids,8
989,F,48.246667,2,1,73338,N,S,29.93,2,0,9.01,0,Personal,Married No Kids,6
990,F,60.746667,1,0,433.74,N,S,44.22,2,0,40.91,0,Business,High Income Families,9
991,F,45.36,3,2,16962.2,N,M,27.57,2,0,8.96,0,Business,High Income Families,6
993,M,26.026667,3,2,10708.3,N,M,142.95,1,4.85,117.26,0,Personal,Low Value and No Kids,29
996,F,20.3,1,0,2031.61,N,M,109.04,1,0,87.4,0,Business,High Income Families,22
1000,F,52,3,2,16938.5,N,S,22.11,3,0,8.76,0,Personal,Low Value and No Kids,4
1003,F,43,1,0,55221,N,M,15.69,1,0,15.2,0,Business,High Income Families,3
1004,F,46,2,1,8073.11,N,M,89.05,4,0,60.35,0,Personal,Married No Kids,18
1005,M,53.68,1,0,95448.6,Y,M,29.46,4,0,5.21,0,Personal,Low Value and No Kids,6
1006,M,17.006667,2,1,24141.5,Y,S,125.87,1,0,97.05,0,Business,High Income Families,25
1007,M,63.173333,3,2,63152.6,Y,S,70.01,1,0,40.07,0,Business,High Income Families,14
1008,M,34.266667,2,1,31952,N,S,4.87,2,0,4.87,2,Business,High Income Families,1
1009,M,55.64,3,2,72084.7,N,S,38.13,2,0,9.02,0,Business,High Income Families,8
1010,F,47,1,0,42760.5,N,S,53.7,4,0,40.23,0,Business,High Income Families,11
1011,F,48,2,1,49072,N,S,34.25,3,0,10.74,0,Personal,Married No Kids,7
1012,F,52.646667,1,0,27371.8,Y,M,142.7,3,0,126.55,0,Business,High Income Families,29
1016,M,41.913333,2,1,71472.9,N,M,130.22,1,0,114.2,0,Personal,Low Value and No Kids,26
1017,F,48,1,0,95405.7,N,M,13.96,3,0,6.21,0,Business,High Income Families,3
1018,F,52.646667,1,0,95786.8,Y,S,108.79,1,0,87.46,0,Business,High Income Families,22
1020,M,55.113333,1,0,90321.6,N,S,12.39,3,0,11.52,0,Business,High Income Families,2
1021,M,54.553333,2,1,90478.6,N,D,154.49,4,0,136.47,0,Business,High Income Families,31
1022,F,43,3,2,56187,N,M,21.83,3,0,13.74,0,Personal,Low Value and No Kids,4
1023,M,20.893333,2,1,28313.1,N,M,13.63,2,0,6.74,0,Business,High Income Families,3
1025,F,24.393333,2,1,41000,N,S,229.64,2,0,206.08,0,Business,High Income Families,46
1030,M,49.426667,3,2,29616,N,M,75.29,4,0,45.5,0,Personal,Low Value and No Kids,15
1032,M,50.673333,1,0,19732.8,N,M,47.25,1,0,22.44,0,Business,High Income Families,9
1035,M,56.473333,3,2,96.33,N,S,59.01,3,0,32.88,1,Business,High Income Families,12
1038,F,25.14,3,2,52004.8,N,M,28.14,2,0,23.11,0,Personal,Low Value and No Kids,6
1041,M,18.84,3,2,53010.8,N,M,58.87,4,0,46.42,4,Business,High Income Families,12
1042,M,64.8,1,0,75004.5,N,M,58.72,1,0,32.19,0,Business,High Income Families,12
1045,M,60.366667,1,0,19749.3,N,M,34.17,2,0,13.94,0,Business,High Income Families,7
1046,M,43.906667,2,1,57626.9,Y,S,48.35,1,0,38.96,0,Business,High Income Families,10
1047,M,32.846667,3,2,20078,N,M,15.98,1,0,6.33,0,Business,High Income Families,3
1048,F,26.033333,3,2,47902,N,M,72.31,3,4.94,49.92,1,Personal,Married No Kids,14
1053,M,16.753333,2,1,7545.96,Y,M,200.75,2,0,178.36,0,Business,High Income Families,40
1059,F,48.373333,1,0,78851.3,N,S,29.04,3,0,28.66,0,Business,High Income Families,6
1060,F,62.786667,2,1,17540.7,Y,S,36.2,1,0.57,13.45,0,Personal,Married No Kids,7
1061,F,61.02,1,0,83891.9,Y,M,74.4,4,0,45.47,0,Personal,Low Value and No Kids,15
1062,F,38.766667,3,2,28220.8,N,M,38.95,4,0,12.46,0,Business,High Income Families,8
1064,F,15.6,1,0,28589.1,N,S,100.28,1,0,87.09,0,Business,High Income Families,20
1066,F,48.753333,3,2,5237.63,N,M,78.02,3,8.05,56.64,0,Business,High Income Families,16
